step,type,amount,nameOrig,oldbalanceOrig,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,hour,day,amount_to_balance_ratio,balance_change_orig,balance_change_dest
672,TRANSFER,51.97,C000000197,217.0,165.03,C000011441,7.86,59.83,0,0,29,0.23839449541284402,-51.97,51.97
608,DEBIT,680.2,C000000198,3252.72,2572.52,C000011221,119.34,119.34,0,8,26,0.20905302238668358,-680.1999999999998,0.0
472,TRANSFER,7.3,C000000199,2147.65,2140.35,C000012598,1446.77,1454.07,0,16,20,0.0033974821399483392,-7.300000000000182,7.2999999999999545
233,TRANSFER,64.36,C000000200,1304.99,1240.63,C000016668,38.34,102.7,0,17,10,0.04928062236311151,-64.3599999999999,64.36
692,PAYMENT,4.3,C000000201,1046.81,1042.51,C000012908,3434.88,3439.18,0,20,29,0.004103797444193127,-4.2999999999999545,4.299999999999727
113,PAYMENT,36.33,C000000202,2950.0,2913.67,C000015684,3746.59,3782.92,0,17,5,0.012311080989495085,-36.32999999999993,36.32999999999993
497,PAYMENT,535.98,C000000203,2125.39,1589.41,C000011716,163.68,699.66,0,17,21,0.2520610048015651,-535.9799999999998,535.98
442,CASH_IN,407.8,C000000204,1656.04,2063.84,C000017810,503.79,503.79,0,10,19,0.24610148216096173,407.8000000000002,0.0
564,PAYMENT,164.32,C000000205,424.93,260.61,C000016111,5452.72,5617.04,0,12,24,0.3857910924330289,-164.32,164.3199999999997
268,TRANSFER,208.68,C000000206,263.18,54.5,C000010612,833.84,1042.52,0,4,12,0.7899159663865546,-208.68,208.67999999999995
510,CASH_OUT,3.42,C000000207,1933.77,1930.35,C000010284,7467.17,7467.17,0,6,22,0.0017676519689678876,-3.4200000000000728,0.0
386,PAYMENT,70.45,C000000208,1630.85,1560.4,C000012671,12.08,82.53,0,2,17,0.043171860158715575,-70.44999999999982,70.45
387,TRANSFER,37.99,C000000209,2218.19,2180.2,C000019820,126.02,164.01,0,3,17,0.017118858682672506,-37.99000000000024,37.989999999999995
113,CASH_OUT,39.72,C000000210,2532.77,2493.05,C000011612,209.46,209.46,0,17,5,0.015676245278774315,-39.7199999999998,0.0
613,DEBIT,492.33,C000000211,1361.37,869.04,C000018909,4853.17,4853.17,0,13,26,0.36137759933057834,-492.3299999999999,0.0
625,CASH_OUT,26.55,C000000212,2167.63,2141.08,C000018874,404.15,404.15,0,1,27,0.012242752336728719,-26.550000000000182,0.0
81,CASH_OUT,44.28,C000000213,828.58,784.3,C000017165,92.21,92.21,0,9,4,0.053376407338653294,-44.280000000000086,0.0
699,PAYMENT,2.28,C000000214,29316.88,29314.6,C000017631,323.02,325.3,0,3,30,7.776824245136414e-05,-2.280000000002474,2.2800000000000296
113,CASH_IN,82.41,C000000215,898.2,980.61,C000014257,1141.32,1141.32,0,17,5,0.09164813167259786,82.40999999999997,0.0
2,PAYMENT,16.85,C000000216,1708.77,1691.92,C000014270,214.65,231.5,0,2,1,0.009855126712949696,-16.84999999999991,16.849999999999994
642,CASH_OUT,173.89,C000000217,1006.58,832.69,C000011523,2156.61,2156.61,0,18,27,0.1725818297306417,-173.89,0.0
220,PAYMENT,22.15,C000000218,981.54,959.39,C000019552,509.22,531.37,0,4,10,0.022543611456022145,-22.149999999999977,22.149999999999977
566,CASH_IN,182.93,C000000219,3093.2,3276.13,C000012074,220.45,220.45,0,14,24,0.05912028957404176,182.9300000000003,0.0
736,CASH_OUT,111.12,C000000220,2557.15,2446.03,C000011790,4264.39,4264.39,0,16,31,0.043437640482379844,-111.11999999999989,0.0
225,CASH_OUT,4205.23,C000000221,1496.39,0.0,C000013371,7168.62,7168.62,0,9,10,2.808373236097476,-1496.39,0.0
385,PAYMENT,401.19,C000000222,1948.44,1547.25,C000012485,4175.73,4576.92,1,1,17,0.2057975623768877,-401.19000000000005,401.1900000000005
403,TRANSFER,3.75,C000000223,1012.6,1008.85,C000016903,80.41,84.16,0,19,17,0.0036996842936069456,-3.75,3.75
638,CASH_OUT,11.83,C000000224,5445.74,5433.91,C000012059,4372.03,4372.03,0,14,27,0.002171941381450189,-11.829999999999927,0.0
130,CASH_OUT,165.74,C000000225,65042.04,64876.3,C000017406,2990.6,2990.6,0,10,6,0.0025481588806427254,-165.73999999999796,0.0
53,PAYMENT,23.11,C000000226,802.5,779.39,C000012667,40.86,63.97,0,5,3,0.02876166770379589,-23.110000000000014,23.11
684,CASH_IN,0.39,C000000227,5382.7,5383.09,C000011434,206.51,206.51,0,12,29,7.244088637925591e-05,0.3900000000003274,0.0
730,DEBIT,2206.35,C000000228,3188.87,982.52,C000013385,4861.46,4861.46,0,10,31,0.6916739553649521,-2206.35,0.0
672,PAYMENT,626.69,C000000229,8126.98,7500.29,C000010523,2726.56,3353.25,0,0,29,0.07710279798916829,-626.6899999999996,626.69
710,DEBIT,420.71,C000000230,8477.66,8056.95,C000011694,141.14,141.14,0,14,30,0.049619869177440774,-420.71000000000004,0.0
416,TRANSFER,44.05,C000000231,4056.68,4012.63,C000014184,45.8,89.85,0,8,18,0.010855957098637644,-44.04999999999973,44.05
247,TRANSFER,349.1,C000000232,2808.12,2459.02,C000019348,5431.36,5780.46,0,7,11,0.12427379392834768,-349.0999999999999,349.10000000000036
439,PAYMENT,36.28,C000000233,1553.59,1517.31,C000010598,1242.75,1279.03,0,7,19,0.02333734296502615,-36.27999999999997,36.27999999999997
203,TRANSFER,223.57,C000000234,946.3,722.73,C000019838,433.73,657.3,0,11,9,0.23600760054892853,-223.56999999999994,223.56999999999994
184,CASH_OUT,23.54,C000000235,2577.9,2554.36,C000017496,81.16,81.16,0,16,8,0.009127922757764938,-23.539999999999964,0.0
123,TRANSFER,3079.67,C000000236,434.03,0.0,C000012337,1702.06,4781.73,0,3,6,7.079212927844058,-434.03,3079.6699999999996
401,CASH_OUT,6.42,C000000237,1223.19,1216.77,C000016218,50.82,50.82,0,17,17,0.005244283975526675,-6.420000000000073,0.0
294,CASH_OUT,1745.1,C000000238,15682.18,13937.08,C000017684,66.11,66.11,1,6,13,0.11127207619883211,-1745.1000000000004,0.0
280,CASH_OUT,160.43,C000000239,3455.66,3295.23,C000011715,900.92,900.92,1,16,12,0.046411854217655195,-160.42999999999984,0.0
610,PAYMENT,55.76,C000000240,11372.99,11317.23,C000013177,2919.05,2974.81,0,10,26,0.0049024133131820935,-55.76000000000022,55.75999999999976
198,DEBIT,207.27,C000000241,27023.6,26816.33,C000018395,536.49,536.49,0,6,9,0.007669678737150597,-207.2699999999968,0.0
511,TRANSFER,643.35,C000000242,2285.76,1642.41,C000012899,195.44,838.79,1,7,22,0.2813369133621368,-643.3500000000001,643.3499999999999
144,PAYMENT,2283.57,C000000243,4068.33,1784.76,C000011265,2377.47,4661.04,0,0,7,0.5611660887664555,-2283.5699999999997,2283.57
609,PAYMENT,277.63,C000000244,1895.49,1617.86,C000016944,40.03,317.66,0,9,26,0.1463914916503646,-277.6300000000001,277.63
201,TRANSFER,24.99,C000000245,881.03,856.04,C000016851,60.26,85.25,0,9,9,0.028332369647290908,-24.99000000000001,24.990000000000002
124,DEBIT,165.88,C000000246,713.76,547.88,C000019430,3544.59,3544.59,0,4,6,0.2320779002742179,-165.88,0.0
187,PAYMENT,5617.19,C000000247,10558.91,4941.72,C000011555,37.94,5655.13,0,19,8,0.5319354047525026,-5617.19,5617.1900000000005
326,CASH_OUT,2198.12,C000000248,4076.28,1878.16,C000017380,11.38,11.38,1,14,14,0.5391143115017855,-2198.12,0.0
464,PAYMENT,913.72,C000000249,47567.48,46653.76,C000018245,56.0,969.72,0,8,20,0.019208517909338283,-913.7200000000012,913.72
349,TRANSFER,728.78,C000000250,12811.24,12082.46,C000010672,3551.65,4280.43,0,13,15,0.05688154452304983,-728.7800000000007,728.7800000000002
660,CASH_IN,601.18,C000000251,995.44,1596.62,C000018883,2408.68,2408.68,0,12,28,0.6033278471358033,601.1799999999998,0.0
403,CASH_OUT,1506.45,C000000252,10514.53,9008.08,C000018275,21.6,21.6,1,19,17,0.14325954088857146,-1506.4500000000007,0.0
346,PAYMENT,59.55,C000000253,1886.33,1826.78,C000013569,78.21,137.76,0,10,15,0.0315525106897045,-59.549999999999955,59.55
511,TRANSFER,9.87,C000000254,18495.63,18485.76,C000011452,20.57,30.44,0,7,22,0.0005336107171955107,-9.87000000000262,9.870000000000001
147,PAYMENT,170.38,C000000255,1437.27,1266.89,C000015314,1441.01,1611.39,0,3,7,0.11846176309037941,-170.37999999999988,170.3800000000001
148,TRANSFER,28.93,C000000256,614.84,585.91,C000015238,34.94,63.87,0,4,7,0.046976487399324494,-28.930000000000064,28.93
711,CASH_OUT,17.99,C000000257,903.58,885.59,C000016979,993.83,993.83,0,15,30,0.01988768268146543,-17.99000000000001,0.0
489,CASH_OUT,35.14,C000000258,975.55,940.41,C000017039,266.8,266.8,0,9,21,0.035983820592903594,-35.139999999999986,0.0
640,PAYMENT,21388.91,C000000259,845.24,0.0,C000016044,486.73,21875.64,1,16,27,25.275229249385518,-845.24,21388.91
551,CASH_IN,194.85,C000000260,1262.8,1457.65,C000017139,14.08,14.08,0,23,23,0.1541778762462415,194.85000000000014,0.0
338,TRANSFER,306.07,C000000261,10775.58,10469.51,C000019368,2403.9,2709.97,1,2,15,0.028401403784874237,-306.0699999999997,306.0699999999997
641,PAYMENT,12.87,C000000262,44093.44,44080.57,C000011080,8892.59,8905.46,0,17,27,0.00029187353326178987,-12.87000000000262,12.869999999998981
473,TRANSFER,3.72,C000000263,405.34,401.62,C000017986,7790.33,7794.05,0,17,20,0.009154894915587932,-3.7199999999999704,3.7200000000002547
151,CASH_OUT,28.84,C000000264,19836.31,19807.47,C000019475,458.6,458.6,1,7,7,0.0014538261488074742,-28.840000000000146,0.0
415,TRANSFER,2634.35,C000000265,1455.99,0.0,C000010535,6.7,2641.05,1,7,18,1.8080769257167173,-1455.99,2634.3500000000004
298,TRANSFER,289.61,C000000266,5023.21,4733.6,C000017762,195.44,485.05,0,10,13,0.05764289311155386,-289.6099999999997,289.61
611,TRANSFER,491.37,C000000267,249.33,0.0,C000014667,690.16,1181.53,1,11,26,1.96288898653777,-249.33,491.37
263,PAYMENT,650.1,C000000268,6542.36,5892.26,C000014674,527.64,1177.74,0,23,11,0.09935262617370894,-650.0999999999995,650.1
144,DEBIT,45.48,C000000269,147.24,101.76,C000012163,18.34,18.34,0,0,7,0.30679978413383696,-45.480000000000004,0.0
346,TRANSFER,2382.56,C000000270,4773.82,2391.26,C000013999,1673.31,4055.87,0,10,15,0.4989842549038498,-2382.5599999999995,2382.56
624,PAYMENT,41.86,C000000271,4384.73,4342.87,C000016618,1885.91,1927.77,0,0,27,0.009544591208305118,-41.85999999999967,41.8599999999999
572,CASH_OUT,2471.21,C000000272,3969.96,1498.75,C000017502,1895.75,1895.75,0,20,24,0.6223205471724722,-2471.21,0.0
2,CASH_IN,359.46,C000000273,989.93,1349.39,C000013693,96.15,96.15,0,2,1,0.36275014380430504,359.46000000000015,0.0
304,CASH_IN,4.15,C000000274,6797.36,6801.51,C000017477,22.24,22.24,0,16,13,0.0006104413417353598,4.150000000000546,0.0
254,PAYMENT,33.25,C000000275,5359.48,5326.23,C000014060,151.77,185.02,0,14,11,0.006202802734083516,-33.25,33.25
652,PAYMENT,4.18,C000000276,2175.62,2171.44,C000018523,4264.69,4268.87,0,4,28,0.0019204087070779465,-4.179999999999836,4.180000000000291
453,TRANSFER,1520.15,C000000277,8166.33,6646.18,C000015664,58.17,1578.32,0,21,19,0.1861256983616433,-1520.1499999999996,1520.1499999999999
37,PAYMENT,141.25,C000000278,2582.71,2441.46,C000011528,71.07,212.32,0,13,2,0.05466944819658553,-141.25,141.25
160,CASH_IN,1.72,C000000279,6589.06,6590.78,C000017052,48.35,48.35,0,16,7,0.0002609991411307332,1.7199999999993452,0.0
9,PAYMENT,314.66,C000000280,2468.04,2153.38,C000010574,174.15,488.81,0,9,1,0.12744224475909666,-314.65999999999985,314.65999999999997
233,PAYMENT,50.69,C000000281,4125.96,4075.27,C000016147,925.05,975.74,0,17,10,0.012282648729331032,-50.690000000000055,50.690000000000055
99,TRANSFER,7.63,C000000282,7059.18,7051.55,C000017551,1562.98,1570.61,0,3,5,0.0010807089904223404,-7.630000000000109,7.629999999999882
659,PAYMENT,4255.35,C000000283,1641.11,0.0,C000013696,32.33,4287.68,0,11,28,2.591391563293568,-1641.11,4255.35
208,CASH_OUT,183.93,C000000284,468.36,284.43,C000010524,3053.39,3053.39,0,16,9,0.3918740412476564,-183.93,0.0
131,TRANSFER,82.53,C000000285,4510.3,4427.77,C000019364,4046.63,4129.16,0,11,6,0.018294061578702368,-82.52999999999975,82.52999999999975
404,PAYMENT,66.76,C000000286,17749.05,17682.29,C000019614,227.81,294.57,0,20,17,0.003761116165869956,-66.7599999999984,66.75999999999999
152,PAYMENT,7.2,C000000287,4669.12,4661.92,C000012217,25.2,32.4,0,8,7,0.0015417162728152596,-7.199999999999818,7.199999999999999
54,TRANSFER,10.92,C000000288,4804.04,4793.12,C000016337,4982.05,4992.97,0,6,3,0.0022726137555566656,-10.920000000000073,10.920000000000073
120,PAYMENT,1938.82,C000000289,2798.21,859.39,C000019044,854.22,2793.04,0,0,6,0.6926311352131493,-1938.8200000000002,1938.82
673,CASH_OUT,57.53,C000000290,9033.34,8975.81,C000015480,18169.57,18169.57,0,1,29,0.006367925050418736,-57.530000000000655,0.0
628,TRANSFER,155.11,C000000291,2255.43,2100.32,C000017711,22.68,177.79,0,4,27,0.06874133033154142,-155.10999999999967,155.10999999999999
587,CASH_OUT,2.49,C000000292,1508.92,1506.43,C000019372,722.26,722.26,0,11,25,0.0016490939917346615,-2.490000000000009,0.0
625,CASH_IN,10.63,C000000293,15645.64,15656.27,C000013596,7595.2,7595.2,0,1,27,0.0006793790871394754,10.630000000001019,0.0
420,CASH_IN,502.51,C000000294,1345.06,1847.57,C000014368,1022.56,1022.56,0,12,18,0.3733191685363208,502.51,0.0
422,CASH_IN,315.9,C000000295,11318.64,11634.54,C000015857,5.1,5.1,0,14,18,0.02790724793367987,315.90000000000146,0.0
104,PAYMENT,4948.06,C000000296,15660.6,10712.54,C000015002,6.19,4954.25,1,8,5,0.3159357920008173,-4948.0599999999995,4948.06
254,PAYMENT,2177.46,C000000297,6975.96,4798.5,C000010738,14691.48,16868.94,0,14,11,0.31209294592487274,-2177.46,2177.459999999999
227,PAYMENT,93.56,C000000298,457.67,364.11,C000012819,117.8,211.36,0,11,10,0.20398107571892646,-93.56,93.56000000000002
112,DEBIT,382.19,C000000299,3104.89,2722.7,C000015343,1048.07,1048.07,0,16,5,0.12305329551271939,-382.19000000000005,0.0
510,CASH_IN,78.79,C000000300,2201.73,2280.52,C000012164,29.95,29.95,0,6,22,0.03576924997616594,78.78999999999996,0.0
473,DEBIT,9041.86,C000000301,1416.58,0.0,C000013077,129.29,129.29,1,17,20,6.378377234441796,-1416.58,0.0
99,PAYMENT,1477.39,C000000302,3692.75,2215.36,C000016917,2719.25,4196.64,0,3,5,0.39997021996615906,-1477.3899999999999,1477.3900000000003
153,CASH_IN,208.38,C000000303,9450.37,9658.75,C000018719,709.96,709.96,0,9,7,0.022047597332450215,208.3799999999992,0.0
338,TRANSFER,221.58,C000000304,1498.43,1276.85,C000010449,163.99,385.57,1,2,15,0.14777615493887677,-221.58000000000015,221.57999999999998
706,PAYMENT,2669.64,C000000305,2305.21,0.0,C000017435,1991.84,4661.48,0,10,30,1.1575875570741605,-2305.21,2669.6399999999994
163,TRANSFER,473.03,C000000306,2076.44,1603.41,C000016874,360.71,833.74,0,19,7,0.22769851355514478,-473.03,473.03000000000003
720,PAYMENT,3351.81,C000000307,17082.44,13730.63,C000016698,2988.45,6340.26,0,0,31,0.19620228712718282,-3351.8099999999995,3351.8100000000004
681,TRANSFER,1.85,C000000308,2027.07,2025.22,C000014162,170.87,172.72,0,9,29,0.0009121973107437121,-1.849999999999909,1.8499999999999943
161,PAYMENT,373.33,C000000309,467.96,94.63,C000017997,727.17,1100.5,0,17,7,0.7960806891845786,-373.33,373.33000000000004
580,TRANSFER,52.94,C000000310,281.42,228.48,C000018078,21981.81,22034.75,0,4,25,0.18745131364634232,-52.940000000000026,52.93999999999869
398,CASH_OUT,4977.86,C000000311,5136.33,158.47,C000010120,553.08,553.08,1,14,17,0.9689585835443703,-4977.86,0.0
277,DEBIT,3270.82,C000000312,952.39,0.0,C000014485,1613.39,1613.39,1,13,12,3.4307261456486855,-952.39,0.0
504,CASH_OUT,158.49,C000000313,8128.13,7969.64,C000012848,12.25,12.25,1,0,22,0.019496551291466616,-158.48999999999978,0.0
392,TRANSFER,3201.14,C000000314,404.71,0.0,C000011791,540.98,3742.12,1,8,17,7.890217150181164,-404.71,3201.14
135,DEBIT,5251.29,C000000315,1328.27,0.0,C000013018,607.61,607.61,1,15,6,3.950506669074003,-1328.27,0.0
195,CASH_IN,172.23,C000000316,405.11,577.34,C000010351,35.73,35.73,0,3,9,0.42409691955381545,172.23000000000002,0.0
401,PAYMENT,20824.13,C000000317,5721.1,0.0,C000015458,234.75,21058.88,1,17,17,3.639246080984254,-5721.1,20824.13
640,TRANSFER,139.4,C000000318,7889.37,7749.97,C000019745,225.77,365.17,1,16,27,0.017667105598343297,-139.39999999999964,139.4
33,PAYMENT,96.64,C000000319,4953.94,4857.3,C000012251,43.79,140.43,0,9,2,0.019503767956826925,-96.63999999999942,96.64000000000001
688,PAYMENT,838.61,C000000320,584.7,0.0,C000015061,146.13,984.74,1,16,29,1.431808092880314,-584.7,838.61
460,CASH_OUT,73.14,C000000321,973.94,900.8,C000016584,27606.52,27606.52,1,4,20,0.07502000123084497,-73.1400000000001,0.0
470,DEBIT,176.03,C000000322,4236.41,4060.38,C000013238,421.83,421.83,0,14,20,0.04154188525538006,-176.02999999999975,0.0
375,PAYMENT,2487.09,C000000323,237.08,0.0,C000016523,753.43,3240.52,0,15,16,10.446446572580646,-237.08,2487.09
22,DEBIT,154.23,C000000324,2076.21,1921.98,C000018240,17523.79,17523.79,0,22,1,0.07424863157793386,-154.23000000000002,0.0
670,DEBIT,5.0,C000000325,29008.9,29003.9,C000015848,2.78,2.78,0,22,28,0.0001723549546878824,-5.0,0.0
38,CASH_IN,309.4,C000000326,2275.75,2585.15,C000015395,29972.45,29972.45,0,14,2,0.13589546502690236,309.4000000000001,0.0
230,PAYMENT,36.87,C000000327,319.64,282.77,C000011893,1792.62,1829.49,0,14,10,0.11498877245508982,-36.870000000000005,36.87000000000012
365,CASH_IN,837.6,C000000328,1198.57,2036.17,C000010898,34.36,34.36,0,5,16,0.6982502063239328,837.6000000000001,0.0
563,PAYMENT,597.28,C000000329,1157.43,560.15,C000011739,33.77,631.05,0,11,24,0.5155943820515697,-597.2800000000001,597.28
438,TRANSFER,2815.23,C000000330,73899.64,71084.41,C000019161,1988.48,4803.71,0,6,19,0.03809479863773846,-2815.229999999996,2815.23
283,PAYMENT,911.48,C000000331,36261.75,35350.27,C000014107,1902.88,2814.36,0,19,12,0.02513543512281887,-911.4800000000032,911.48
27,PAYMENT,1313.55,C000000332,8923.14,7609.59,C000012504,961.99,2275.54,0,3,2,0.14719065366522713,-1313.5499999999993,1313.55
226,CASH_OUT,38.93,C000000333,1781.81,1742.88,C000016061,60.64,60.64,0,10,10,0.021836314582036224,-38.929999999999836,0.0
277,TRANSFER,740.98,C000000334,18050.79,17309.81,C000015151,645.02,1386.0,0,13,12,0.041047452911871896,-740.9799999999996,740.98
609,PAYMENT,7607.6,C000000335,544.47,0.0,C000016747,111.16,7718.76,1,9,26,13.94687150530735,-544.47,7607.6
284,PAYMENT,37.44,C000000336,14985.87,14948.43,C000019663,233.5,270.94,0,20,12,0.0024981867461317804,-37.44000000000051,37.44
481,CASH_OUT,5428.82,C000000337,11991.58,6562.76,C000013500,56.12,56.12,1,1,21,0.45268157477373505,-5428.82,0.0
453,PAYMENT,49.47,C000000338,2375.54,2326.07,C000012562,104.0,153.47,0,21,19,0.020815976167032745,-49.4699999999998,49.47
659,DEBIT,27.01,C000000339,16461.5,16434.49,C000014495,6.0,6.0,0,11,28,0.0016406985573272591,-27.0099999999984,0.0
516,PAYMENT,268.38,C000000340,1524.11,1255.73,C000013604,8157.13,8425.51,0,12,22,0.17597419202549325,-268.3799999999999,268.3800000000001
547,PAYMENT,621.3,C000000341,446.92,0.0,C000010387,74.63,695.93,1,19,23,1.3870780496517234,-446.92,621.3
192,PAYMENT,919.2,C000000342,12925.37,12006.17,C000016762,6270.77,7189.97,0,0,9,0.07111045096187096,-919.2000000000007,919.1999999999998
49,TRANSFER,21.68,C000000343,2623.16,2601.48,C000017975,162.49,184.17,0,1,3,0.00826169136028291,-21.679999999999836,21.67999999999998
512,PAYMENT,353.92,C000000344,7351.58,6997.66,C000015450,122.79,476.71,0,8,22,0.04813548441499447,-353.9200000000001,353.91999999999996
17,PAYMENT,37.67,C000000345,45767.52,45729.85,C000018330,6.21,43.88,0,17,1,0.0008230547983635915,-37.669999999998254,37.67
172,CASH_IN,7.55,C000000346,1008.9,1016.45,C000013752,18231.03,18231.03,0,4,8,0.0074759877215565896,7.550000000000068,0.0
220,CASH_OUT,23.16,C000000347,2404.1,2380.94,C000012701,3290.5,3290.5,0,4,10,0.00962953723337907,-23.159999999999854,0.0
158,PAYMENT,33.06,C000000348,31396.5,31363.44,C000015845,60.76,93.82,0,14,7,0.0010529500756429652,-33.06000000000131,33.059999999999995
477,TRANSFER,421.23,C000000349,8128.22,7706.99,C000018492,2540.26,2961.49,0,21,20,0.05181677946961701,-421.2300000000005,421.22999999999956
46,DEBIT,1486.87,C000000350,1043.49,0.0,C000010032,3434.07,3434.07,0,22,2,1.4235368457333242,-1043.49,0.0
373,PAYMENT,7.8,C000000351,711.57,703.77,C000012505,606.38,614.18,0,13,16,0.010946292995775852,-7.800000000000068,7.7999999999999545
518,PAYMENT,300.04,C000000352,1350.03,1049.99,C000018734,570.84,870.88,0,14,22,0.22208241119738276,-300.03999999999996,300.03999999999996
99,CASH_OUT,14.11,C000000353,984.74,970.63,C000013457,393.33,393.33,0,3,5,0.014314119341814271,-14.110000000000014,0.0
37,CASH_OUT,522.26,C000000354,4255.73,3733.47,C000010547,84.28,84.28,0,13,2,0.12269042199058904,-522.2599999999998,0.0
280,TRANSFER,42.71,C000000355,3353.14,3310.43,C000010984,180.59,223.3,0,16,12,0.012733517384486038,-42.710000000000036,42.71000000000001
349,PAYMENT,18.13,C000000356,4531.72,4513.59,C000014141,58.36,76.49,0,13,15,0.003999805856086411,-18.13000000000011,18.129999999999995
497,PAYMENT,734.6,C000000357,844.53,109.93,C000018572,3189.27,3923.87,0,17,21,0.8688041819923599,-734.5999999999999,734.5999999999999
302,CASH_OUT,45.89,C000000358,2680.47,2634.58,C000010497,11149.18,11149.18,0,14,13,0.01711374731024401,-45.88999999999987,0.0
181,PAYMENT,78.89,C000000359,136.52,57.63,C000011916,833.26,912.15,0,13,8,0.5736620127981384,-78.89000000000001,78.88999999999999
607,TRANSFER,1.75,C000000360,3705.26,3703.51,C000015055,141.46,143.21,0,7,26,0.0004721741054324305,-1.75,1.75
